Displacement,Force
0.742061,48.48
2.496834,38.18
3.217895,221.839996
0.333068,21.48
3.467745,237.320007
1.128765,15.62
3.461898,237.100006
3.26991,225.160004
0.832395,54.880001
2.771571,191.740005
1.110726,74.699997
1.244071,84.199997
0.061969,4.055382
2.085396,144.5
0.589399,38.740002
3.08274,213.100006
0.360901,23.360001
1.839566,127.139999
0.99523,66.400002
3.147899,217.399994
3.069064,211.880005
0.635063,41.619999
0.833063,55.0
0.894731,59.200001
1.735893,119.940002
1.479736,101.360001
0.421567,27.459999
2.008248,138.960007
3.264226,224.919998
0.555558,36.639999
1.083915,72.919998
1.303747,88.860001
0.615061,40.279999
1.851894,128.119995
0.512149,5.1
0.618571,40.5
2.990736,206.679993
1.362081,93.059998
2.502819,38.18
2.280397,158.220001
2.889583,200.139999
3.001235,207.679993
1.071585,71.82
2.417065,167.520004
2.720897,188.419998
2.027232,140.399994
0.564071,36.959999
2.44007,169.059998
0.522731,34.299999
0.09157,5.992489
2.945078,203.580002
3.527904,55.779999
2.602402,180.460007
1.00607,67.059998
0.401906,25.9
0.022786,1.491154
1.328738,90.739998
0.654793,7.64
2.2329,154.779999
0.907735,60.080002
1.546415,106.220001
1.460226,100.019997
2.363498,35.959999
3.554396,56.099998
1.953236,135.100006
0.81273,53.560001
0.80807,53.34
2.995733,207.119995
2.834232,196.160004
2.52615,38.84
2.8224,195.5
0.829742,54.66
0.992152,13.18
0.259572,17.059999
1.295516,18.48
2.981576,206.339996
2.757899,191.080002
2.085228,144.380005
1.032567,68.940002
1.140582,76.800003
1.357567,92.720001
0.41213,3.78
0.666106,7.76
1.736192,25.58
0.321516,3.0
1.781564,123.040001
2.26258,156.779999
0.768397,50.459999
2.356748,163.419998
2.366145,35.959999
0.466233,30.440001
3.530227,55.439999
0.706235,46.139999
2.170758,150.479996
0.516415,33.860001
3.118738,215.520004
0.612866,6.88
1.707419,117.839996
1.522775,22.02
3.283482,51.240002
3.139068,216.520004
0.532566,34.860001
2.597911,180.240005
3.562406,56.099998
0.111374,7.288539
0.232231,15.4
2.434903,168.720001
0.916734,60.759998
1.85306,128.240005
1.748564,120.720001
2.26617,34.299999
0.157255,10.52
1.381402,94.379997
0.665078,43.599998
2.490063,172.600006
2.35084,35.740002
2.113582,146.380005
3.360403,231.020004
1.567449,22.799999
2.803733,193.960007
2.957586,204.679993
2.51356,174.139999
0.741516,9.2
1.923564,133.100006
0.957405,63.619999
1.31345,18.82
0.027897,1.825619
2.031249,140.740005
2.405508,36.740002
0.926398,61.419998
2.780056,192.619995
3.302405,227.139999
1.162799,16.059999
2.449748,169.839996
3.08391,213.199997
1.638093,24.02
0.918573,60.98
0.532729,34.759998
2.39025,165.860001
0.01512,0.989457
2.174899,150.699997
2.744834,42.060001
3.133509,48.799999
1.148568,77.459999
1.944394,134.539993
2.800069,193.960007
3.539895,55.66
3.447573,236.440002
2.222892,154.119995
1.897526,28.0
1.217228,82.32
3.257741,224.479996
0.797527,9.98
3.296405,227.039993
3.176071,219.179993
2.518424,174.699997
2.546192,38.959999
0.955413,63.52
2.994731,207.220001
2.976734,205.899994
3.303073,227.139999
0.317235,20.700001
2.439067,169.179993
1.195406,80.779999
0.318081,20.700001
3.553734,55.779999
1.631731,112.419998
2.872065,198.940002
0.679076,44.700001
2.94347,45.700001
0.106808,1.24
3.527735,55.560001
2.144568,148.600006
2.386229,165.520004
0.422235,27.219999
2.839231,196.600006
3.537575,55.66
2.540746,176.360001
3.012899,208.339996
0.367737,23.799999
1.352862,19.379999
0.666918,43.82
2.233735,154.899994
0.375909,24.24
0.080283,5.25388
2.682076,185.880005
1.681239,116.059998
0.441897,28.66
1.913404,132.220001
2.618731,181.679993
0.973556,64.959999
3.26539,224.919998
1.754753,121.260002
3.449229,236.440002
3.397078,233.220001
3.256067,224.259995
0.704565,46.139999
0.2879,18.940001
1.853511,27.459999
1.302077,88.639999
1.572737,108.099998
0.894238,59.099998
0.266061,17.6
1.216569,82.32
2.439569,169.179993
0.598247,39.060001
1.818734,125.800003
0.648402,42.720001
2.578181,39.5
1.863533,27.780001
1.257248,85.32
1.570823,22.92
2.048061,141.839996
2.308073,160.199997
0.369564,24.139999
1.134901,76.360001
1.358743,92.720001
0.52557,34.540001
0.100727,6.591738
2.890159,44.939999
3.548137,55.880001
1.663238,114.739998
0.78789,51.560001
3.218399,222.059998
1.361415,93.059998
2.638877,40.5
0.394228,25.68
1.148148,15.94
2.424569,168.179993
2.149241,148.919998
1.856737,128.339996
1.632233,112.419998
3.068232,211.880005
1.866903,129.119995
1.541236,106.0
0.37457,24.360001
0.962563,63.959999
2.93157,202.800003
0.503244,32.98
1.609235,110.639999
0.293238,19.16
0.564175,6.1
0.110735,7.246731
2.134404,147.820007
2.488565,172.600006
1.595067,109.879997
1.081743,72.580002
1.293903,88.080002
1.33173,90.519997
2.181745,151.240005
1.868234,129.240005
3.073752,212.320007
0.691073,45.259998
1.694074,117.059998
0.216073,14.18
1.414227,96.599998
0.953476,12.52
2.628064,182.220001
1.315412,89.519997
1.29618,18.48
0.740895,48.580002
0.705065,46.259998
0.27213,2.56
0.864739,56.98
1.45806,99.800003
2.682159,41.279999
1.263729,85.639999
2.893887,200.139999
0.893901,58.98
1.199257,81.220001
1.80108,124.480003
0.464845,4.44
3.429738,235.0
2.027733,140.520004
2.428568,168.5
1.129437,15.62
0.716403,46.919998
0.266856,2.66
3.462393,236.979996
0.167445,1.68
3.149898,217.520004
1.6224,111.639999
3.341406,229.679993
1.825907,126.239998
1.824916,126.239998
0.714078,46.700001
1.408745,96.260002
3.561908,56.220001
0.093273,6.103977
1.416908,96.82
0.066849,0.68
3.293915,226.699997
2.632135,40.619999
2.784128,43.040001
0.896134,11.64
1.973439,29.559999
0.163229,10.96
3.49407,238.979996
1.818058,125.800003
1.567915,107.760002
2.411063,167.059998
0.72751,8.76
1.007566,67.160004
1.066567,71.699997
2.884232,199.919998
1.850845,27.459999
0.694869,8.32
1.03023,68.940002
1.997086,138.199997
0.443737,29.0
2.787904,193.059998
2.269057,157.339996
0.582736,38.080002
0.061543,4.02751
1.519399,104.459999
0.018953,1.240306
3.129904,216.179993
2.1614,149.800003
2.747572,190.520004
1.781515,26.24
0.83615,10.64
3.090569,213.539993
0.214806,2.0
0.685069,44.939999
1.099568,73.800003
2.536232,175.919998
1.208073,81.660004
2.395401,166.080002
3.240558,223.259995
1.504892,103.239998
2.063733,142.960007
2.248228,156.0
2.35923,163.639999
2.203238,152.679993
0.784739,51.560001
2.189232,151.800003
2.036068,141.179993
2.724909,188.860001
0.863915,57.099998
1.770401,122.160004
2.680586,185.979996
0.836562,55.099998
2.362197,35.959999
2.621077,181.779999
2.841914,196.820007
1.612799,23.58
2.816406,195.059998
2.291061,158.779999
0.6864,44.939999
1.003904,67.059998
3.030402,209.440002
0.794742,52.240002
2.878082,199.259995
2.111453,31.879999
2.130068,147.699997
2.480825,37.860001
2.69756,186.880005
0.574753,37.740002
1.434895,98.360001
1.066399,71.379997
3.121902,215.419998
3.158568,217.839996
0.176801,1.68
3.5468,56.099998
0.994568,66.279999
3.197893,220.619995
1.65286,24.360001
1.202236,81.32
2.574404,178.360001
3.379727,232.119995
1.477465,21.48
2.267902,157.339996
2.877463,44.380001
1.992398,137.860001
0.546399,35.740002
1.916102,28.34
2.792738,193.5
0.248409,16.5
1.667557,115.18
2.809241,194.5
2.16273,149.800003
0.619454,6.88
3.441567,235.880005
3.268136,51.02
3.420919,234.660004
2.496904,173.039993
1.441583,98.699997
2.051235,141.839996
0.626225,41.060001
0.996395,66.5
1.488247,102.339996
1.214176,17.16
1.028899,68.720001
0.962832,12.74
1.950072,134.759995
0.129262,8.459165
0.496895,32.419998
1.684586,116.279999
2.306737,159.979996
0.719232,47.040001
1.814576,125.239998
3.364144,52.68
1.704568,117.620003
2.890079,200.139999
0.032795,2.146147
0.542067,35.52
2.056743,142.5
3.454781,54.34
0.949061,62.959999
1.060919,71.160004
0.195069,12.96
3.485233,238.320007
0.102004,6.675354
1.903742,131.660004
0.513736,33.540001
2.043417,141.619995
2.557401,177.240005
2.448922,169.940002
0.446782,4.0
2.533231,175.580002
1.116798,15.4
1.232913,83.440002
2.47973,171.720001
2.047571,141.740005
1.192895,80.660004
1.3104,89.300003
0.11542,7.553323
0.790397,51.900002
0.00816,0.02
0.913067,60.419998
2.50123,173.380005
1.951909,134.979996
2.836894,196.5
2.966822,46.040001
1.924886,133.100006
2.582735,179.119995
2.280897,158.0
1.220074,82.540001
0.774564,50.799999
2.431563,168.619995
0.435442,4.22
2.134737,147.919998
3.448182,54.119999
0.277227,18.16
1.091733,73.040001
2.796254,193.619995
0.002768,0.181168
0.970231,64.620003
1.063519,14.5
3.140236,216.860001
1.923394,133.0
0.602854,6.54
0.824564,54.34
0.300232,19.6
0.308745,20.139999
0.198837,2.0
