Displacement,Force
4.033482,54.6
3.8919040000000003,227.299997
1.9710750000000001,94.199998
2.0588930000000003,100.619997
1.7467350000000001,77.839998
1.0622340000000001,30.92
3.702894,214.900003
2.954739,163.900003
2.389467,27.059999
3.176816,40.219999
3.158853,39.879999
3.760399,218.779993
2.756065,149.960001
2.8548530000000003,34.800001
1.7637500000000002,78.939996
0.7464130000000001,10.34
3.7281690000000003,49.399999
2.731732,148.299997
3.488417,200.420007
3.52425,202.840005
2.298901,117.879999
2.4760600000000004,130.279993
3.284566,186.480005
3.468848,45.08
1.54157,63.120000000000005
3.611901,208.820001
1.4660700000000002,57.820001000000005
1.67242,72.640001
2.706728,146.540002
3.757733,218.56000699999998
4.037564,236.26000399999998
0.7785670000000001,12.34
2.668569,143.779993
4.112733,240.579996
3.8334610000000002,51.059999000000005
3.999076,233.820001
1.3452380000000002,49.399999
1.602416,67.540002
3.477749,199.980005
3.6754160000000002,213.139993
1.952862,19.979999000000003
4.140063,56.480001
2.881563,158.920007
2.1398960000000002,106.260004
2.743227,149.079996
1.020734,28.059999
3.363071,192.21999499999998
1.384241,52.160001
1.1903990000000002,39.219999
3.5477380000000003,204.499994
1.9170630000000002,90.22000299999999
0.9595630000000002,23.960001000000002
2.843905,156.159998
0.7143560000000001,8.083643
0.7075410000000001,7.637691
3.65025,211.359995
4.0613980000000005,237.700006
1.628899,69.32000099999999
2.0549030000000004,100.18000199999999
3.0837410000000003,172.859995
2.301565,118.1
3.838397,223.76000399999998
1.092745,32.800001
1.041569,29.380001
0.9665780000000002,24.18
2.137531,22.960001000000002
3.048756,170.21999499999998
3.8655280000000003,51.620000000000005
1.070569,31.360000000000003
3.321562,189.359995
2.7222370000000002,147.76000399999998
1.055571,30.159999000000003
3.146856,39.660001
3.235488,41.1
2.803067,153.279993
0.7635640000000001,11.459999999999999
1.2294,42.000002
0.7690790000000001,12.12
1.3219090000000002,47.859998000000004
0.9675740000000002,24.28
4.019576000000001,235.26000399999998
3.987742,233.159998
2.476228,130.379999
2.239916,113.68000199999999
2.726743,147.980005
3.373247,192.779993
0.9797370000000001,25.399999
3.2647340000000002,185.139993
2.0867940000000003,22.080000000000002
2.758767,33.140001
0.6074840000000001,0.6200000000000001
2.433914,127.400003
3.685749,213.700006
2.384897,123.860002
4.019074,235.159998
1.625745,69.199998
1.3418960000000002,49.300001
2.884739,159.040002
3.009563,167.659998
0.7770680000000001,12.34
2.09007,102.939996
2.326734,119.879999
1.545573,63.460001
2.763065,150.400003
2.854175,34.680002
2.213575,111.58000299999999
3.387733,193.659998
3.798565,221.21999499999998
1.468838,11.78
0.934566,22.300001
1.0015720000000001,26.62
2.0017300000000002,96.32000099999999
1.155728,36.899999
1.2974990000000002,8.92
1.420067,54.500002
2.623236,140.56000699999998
1.609509,14.34
2.597251,139.019998
1.8067380000000002,82.379999
2.610157,30.6
3.338114,42.660001
3.384077,193.439996
2.9677450000000003,164.900003
3.745577,217.779993
3.3745700000000003,192.680002
3.696918,214.680002
2.615526,30.819999000000003
1.731505,16.22
0.8902310000000001,19.42
1.6303990000000002,69.41999999999999
2.636848,31.26
1.71808,75.619997
1.8961800000000002,19.080000000000002
3.588725,207.279993
3.394743,193.999994
1.580842,13.78
2.9865660000000003,166.120004
0.7379930000000001,9.630542
2.481413,130.379999
1.504391,60.460001
3.684243,213.579996
3.743447,49.840002
0.8448980000000001,16.659999000000003
2.8770700000000002,158.379999
1.3024140000000002,46.640001
1.9770640000000002,94.65999799999999
0.7073280000000001,7.623755000000001
1.1407380000000003,36.019998
2.264565,115.339998
1.563733,64.65999799999999
3.1415830000000002,176.859995
1.0048650000000001,4.38
1.929732,91.119997
0.9194180000000001,21.300001
2.691576,145.659998
3.703509,48.960001
