Displacement,Force
2.797457,35.48
3.972562,238.160004
3.241901,190.580002
3.510225,208.619995
3.236132,42.779999
1.2481499999999999,9.48
0.68439,12.8
0.988388,32.16
2.867915,164.580002
2.3781559999999997,28.18
0.7389129999999999,16.439999999999998
3.371234,199.320007
2.234192,25.959999
3.548406,211.259995
1.3492410000000001,56.5
0.508944,1.085313
2.3770540000000002,130.399994
4.035742,56.16
2.418238,133.279999
2.24057,120.660004
1.380395,58.599998
2.670245,150.759995
2.58288,31.82
2.259398,122.199997
2.292202,27.18
0.927067,28.280001
2.4932309999999998,138.580002
2.305726,125.199997
3.7622,51.619999
1.260573,50.299999
2.85018,36.139999
2.216061,118.900002
2.06373,108.160004
3.910143,54.060001
3.547068,210.940002
1.3597359999999998,57.380001
2.848396,163.360001
3.324061,196.220001
1.069901,38.02
1.169069,44.439999
3.548149,47.759998
2.843409,163.039993
1.376245,58.48
2.728138,34.259998
2.857575,163.919998
3.605397,214.919998
1.599896,74.419998
1.73474,84.160004
2.526065,140.800003
0.742569,16.439999999999998
1.36723,57.720001
2.1267490000000002,112.580002
3.581905,213.360001
2.245398,120.879997
2.591735,145.339996
2.0472479999999997,106.940002
0.575172,5.419415
2.046256,106.620003
1.578903,72.760002
1.3215270000000001,10.7
2.785907,159.039993
2.996904,173.539993
2.644736,149.100006
2.141403,113.459999
0.817742,21.200001
2.0684199999999997,108.5
3.652905,218.119995
3.071227,178.639999
2.792894,159.380005
2.72757,154.839996
0.893726,26.18
3.4514,204.639999
3.642078,217.460007
1.544895,70.440002
2.317511,27.4
1.604141,15.56
2.4521550000000003,29.620001
4.034565000000001,56.380001
0.896064,26.4
3.988783,55.5
0.599465,1.4
3.800727,227.639999
1.3368989999999998,55.5
3.050814,39.68
0.907397,26.959999
0.848727,22.98
3.946168,54.720001
2.908183,37.240002
1.4848409999999999,13.56
2.879749,165.580002
2.538846,31.26
3.948567,236.720001
2.578082,144.440002
3.70857,221.779999
2.258902,121.980003
0.96473,30.940001
1.722583,83.379997
1.950815,21.42
2.770828,34.799999
3.324201,44.0
2.599574,145.880005
1.841399,91.779999
3.289231,193.679993
2.688899,152.080002
2.2957270000000003,124.760002
3.937507,54.5
3.198064,187.380005
1.651439,16.439999999999998
0.573895,5.335799
2.278815,26.620001
3.31284,44.0
3.046896,176.979996
3.214113,42.119999
1.450229,63.580002
0.590079,6.394937
2.406406,132.380005
3.288851,43.439999
2.265582,122.540001
3.940148,54.720001
3.467403,205.960007
3.952812,54.720001
2.67374,151.199997
3.124186,40.68
3.996734,239.580002
0.507666,1.001697
3.231402,189.800003
2.775245,158.279999
0.670575,11.8
3.79591,227.300003
1.123235,41.439999
0.814065,20.98
1.2504,49.959999
3.592234,214.039993
2.504065,139.360001
1.652098,16.559999
1.752891,85.480003
0.60605,7.440138
3.606063,215.139999
3.276729,193.020004
3.607468,48.860001
3.020074,175.100006
1.005584,33.599998
1.334894,55.380001
3.013496,39.02
1.3407360000000001,55.84
2.927396,168.679993
1.943507,21.32
1.50607,67.559998
2.2579000000000002,121.980003
1.52057,68.779999
2.201067,117.779999
1.853233,92.900002
2.421396,133.380005
1.670731,79.5
2.236862,25.959999
1.108078,40.459999
1.736066,84.160004
2.634235,148.539993
3.274241,192.679993
1.716069,82.720001
2.253246,121.440002
3.198833,41.900002
0.820908,21.32
1.750893,85.480003
0.788849,3.06
1.870147,20.200001
4.036242,56.16
0.825731,21.76
3.9264,235.5
2.56173,143.460007
3.477236,206.399994
1.2712430000000001,50.959999
1.486159,13.68
1.780086,87.360001
1.3482370000000001,56.380001
1.112732,40.68
0.9277299999999999,28.18
3.424153,45.759998
3.615224,215.580002
3.285486,43.540001
3.083068,179.740005
2.602749,146.220001
0.921065,27.959999
3.440191,45.98
0.891573,25.959999
0.5715129999999999,1.1800000000000002
3.735444,51.080002
3.58224,213.360001
1.932176,21.1
0.664567,11.46
3.566182,47.98
1.336814,11.14
3.071727,178.860001
1.732235,83.940002
2.175403,116.019997
0.6447430000000001,10.36
2.548732,142.460007
2.212859,25.84
1.316079,54.18
1.500574,67.440002
2.721729,154.520004
0.991906,32.599998
1.726729,83.480003
2.87942,165.580002
0.929567,28.4
1.233575,48.52
3.923238,235.380005
3.51953,47.32
2.568175,31.5
0.574959,5.405479
3.198397,187.479996
1.3117299999999998,53.84
4.0543960000000006,56.599998
2.995915,173.440002
3.706565,221.559998
0.824063,21.76
2.012079,104.400002
1.977583,101.959999
2.3362499999999997,127.639999
3.113566,181.720001
3.508735,208.399994
3.127897,182.619995
2.084397,109.480003
3.425405,202.860001
2.835903,162.479996
2.7829,158.940002
3.007405,174.199997
2.204568,118.120003
2.435569,134.380005
1.450064,63.799999
0.850823,3.72
0.670075,11.8
1.292076,52.52
3.455401,205.179993
1.032191,5.94
3.536557,210.380005
1.020567,34.48
2.046748,106.720001
2.846073,163.259995
0.520443,1.837858
3.961232,237.380005
3.69219,50.400002
1.728229,83.82
1.291463,10.48
2.041736,106.379997
3.85281,52.84
3.467068,205.839996
3.102567,180.960007
2.342902,127.860001
2.838558,162.820007
1.973741,101.519997
3.591069,213.820007
1.51023,67.879997
3.163397,185.160004
2.602126,32.16
0.857067,23.52
3.382899,200.199997
1.802584,89.139999
3.200069,187.600006
3.747073,224.440002
1.640415,77.300003
2.706744,153.300003
3.030804,39.240002
3.456402,204.860001
0.9641839999999999,4.72
3.204083,188.039993
3.89173,233.399994
3.403723,201.419998
0.828399,21.860001
1.4990679999999998,67.339996
1.519563,68.660004
2.525399,140.800003
1.577504,15.22
3.551472,47.98
3.662796,49.740002
2.114751,111.800003
3.274402,192.580002
2.394576,131.279999
0.9968589999999999,5.38
3.172732,185.720001
2.147481,24.74
0.8804000000000001,25.08
4.00242,240.039993
1.917239,97.419998
0.8001849999999999,3.4
3.549573,211.160004
3.06673,178.300003
2.932182,37.360001
3.013901,174.759995
2.525064,140.800003
1.428061,61.919998
1.4101430000000001,12.24
3.292069,193.899994
1.254569,49.959999
2.498741,138.919998
3.405401,201.639999
0.827401,21.860001
2.745732,156.279999
0.633095,9.210013
4.0487459999999995,56.380001
3.236741,190.240005
2.7479,156.399994
3.354744,198.220001
1.892734,95.660004
0.650064,10.58
3.198231,187.380005
0.668417,11.58
3.627226,216.580002
1.683228,80.400002
1.521562,68.779999
3.74741,224.320007
3.081898,179.520004
1.420587,61.580002
1.718572,83.040001
4.039226,56.279999
1.361448,11.68
3.243505,42.66
2.167055,115.580002
3.929738,235.5
0.964845,4.94
3.590569,214.039993
1.009731,33.919998
3.058399,177.960007
3.333734,196.779999
1.258915,50.400002
3.039072,176.520004
1.444102,12.9
1.1830669999999999,45.32
4.005404,240.039993
2.066733,108.379997
0.8812329999999999,25.18
3.57549,48.419998
3.534732,210.279999
3.517405,208.940002
2.737903,155.839996
3.454568,204.960007
1.877727,94.559998
1.2744010000000001,51.52
3.945486,54.619999
1.739065,84.480003
3.950894,236.940002
2.560728,143.220001
1.896572,96.099998
2.420902,133.279999
3.712416,222.100006
2.62544,32.599998
4.056231,56.5
1.356233,57.16
3.810227,228.080002
0.518103,0.62
2.65707,149.759995
3.856563,231.300003
1.1442459999999999,42.779999
2.191236,117.239998
0.817458,3.5
3.006806,38.799999
0.787398,19.32
1.716232,82.720001
1.589228,73.639999
3.832228,229.520004
2.387066,130.839996
1.2472509999999999,49.639999
0.8075840000000001,20.540001
3.696395,220.899994
1.721435,17.559999
1.150398,43.32
3.449569,204.740005
2.546901,142.240005
2.887738,166.020004
3.086238,180.059998
1.1590660000000002,43.66
3.973227,238.259995
2.107722,111.260002
3.260407,191.800003
2.666732,150.639999
2.754569,156.839996
0.651063,10.58
3.69673,221.0
1.828867,19.440001
1.839241,91.779999
2.884871,36.799999
0.767727,18.1
0.998399,32.919998
3.725579,222.880005
2.556822,31.5
1.3570630000000001,57.040001
3.885913,232.960007
3.606569,215.020004
3.661397,218.559998
2.134562,113.139999
0.953566,30.16
0.529813,2.4510430000000003
2.2789099999999998,123.419998
3.828123,52.619999
0.782144,3.06
2.1701680000000003,25.08
0.7705690000000001,18.219999
2.196918,117.559998
3.966744,237.820007
2.536729,141.679993
2.957238,170.779999
3.544727,210.940002
0.984202,4.94
3.209557,188.259995
1.622229,75.860001
3.46107,205.300003
1.67558,79.839996
0.528536,2.367427
1.490786,13.68
2.1959109999999997,117.339996
2.226064,119.660004
2.939569,169.679993
2.977396,172.220001
3.640908,217.360001
3.509068,208.5
3.60285,48.740002
2.231911,120.0
2.986232,172.759995
3.434083,203.639999
1.74508,84.82
1.007402,33.700001
3.908072,234.279999
3.265522,43.220001
0.816133,3.5
2.823906,161.600006
3.301065,194.559998
1.175475,8.36
2.205073,118.220001
2.249563,121.32
0.862742,24.08
1.802131,18.98
2.404242,132.279999
1.958559,100.419998
1.834905,91.459999
0.796102,3.4
0.698401,13.56
3.094173,40.240002
2.585396,145.0
